同步与 Agent 错误码目录
原创合成评测资料，不含真实客户、个人、凭据或生产数据
精确码：TXT-ERR-722
独立锚点：tenant-20-project-201:error-code-catalog
范围：租户 20 项目 201 合成演示空间

一、目的与适用角色
按错误码记录组件、重试资格、证据、自动动作和升级条件。
适用角色：普通用户、项目负责人、数据工程师、运维人员、审计人员和平台管理员。

二、标准排查顺序
1. Gateway：检查 请求率、4xx/5xx、鉴权延迟；关联 traceId 与 routeId；处置原则为 先隔离入口异常再检查下游。
2. Task Management：检查 调度延迟、运行状态、版本冲突；关联 taskId 与 configVersion；处置原则为 核对调度锁和任务版本。
3. Agent Runtime：检查 规划延迟、ToolPlan、审计失败；关联 planId 与 durableFactId；处置原则为 区分模型、门禁和持久化故障。
4. Python AI Runtime：检查 模型延迟、图节点、checkpoint；关联 requestId 与 turnId；处置原则为 检查 Provider 与 LangGraph 状态。
5. Kafka Broker：检查 under-replicated、磁盘、吞吐；关联 topic 与 brokerId；处置原则为 先确认集群健康。
6. Kafka Consumer：检查 lag、rebalance、处理时延；关联 group 与 partition；处置原则为 隔离坏消息后再扩容。
7. Outbox：检查 NEW/DELIVERED/FAILED 数量；关联 eventId 与 aggregateId；处置原则为 重投未交付事件。
8. DLT：检查 新增速率与错误分布；关联 originalTopic 与 reasonCode；处置原则为 永久错误人工处置。
9. Datasource：检查 连接、元数据、版本能力；关联 datasourceId 与 connectorId；处置原则为 刷新元数据或恢复端点。
10. Data Sync Worker：检查 rows/s、dirty、checkpoint；关联 executionId 与 objectId；处置原则为 按对象定位。
11. PostgreSQL：检查 连接、锁、慢查询、WAL；关联 database 与 queryId；处置原则为 避免长事务和锁等待。
12. pgvector：检查 维度、模型、索引命中；关联 embeddingModel 与 dimension；处置原则为 检查条件索引和范围谓词。
13. Redis：检查 命中率、内存、过期、连接；关联 key namespace；处置原则为 只清理可再生缓存。
14. MinIO：检查 对象错误、容量、版本；关联 bucket 与 objectRef；处置原则为 保留审计和引用对象。
15. Model Provider：检查 429、5xx、p95、缺项；关联 provider 与 model；处置原则为 有界退避或显式降级。
16. Embedding：检查 批次、维度、延迟；关联 model 与 vectorVersion；处置原则为 禁止维度漂移。
17. Reranker：检查 候选数、缺项、分数；关联 model 与 candidateCount；处置原则为 缺项 fail-closed。
18. WebSocket：检查 连接数、重连、事件积压；关联 sessionId 与 lastEventId；处置原则为 快照补偿。
19. Prometheus：检查 抓取失败与规则错误；关联 job 与 instance；处置原则为 恢复监控可信度。
20. Alertmanager：检查 通知失败与静默；关联 alertname 与 receiver；处置原则为 检查路由和抑制。
21. 磁盘：检查 使用率、inode、增长率；关联 volume 与 mount；处置原则为 清理可再生文件或扩容。
22. 证书：检查 有效期与握手错误；关联 issuer 与 endpoint；处置原则为 按变更流程轮换。
23. 备份：检查 最近成功、大小、恢复测试；关联 backupId 与 restorePoint；处置原则为 失败立即升级。
24. 审计：检查 缺失事件、哈希链、保留；关联 auditId 与 traceId；处置原则为 禁止无审计副作用。

三、错误码与恢复决策
CONNECTION_TIMEOUT | 根因=网络或端点超时 | 证据=连接耗时、DNS、目标健康 | 动作=有界增加超时或等待端点恢复；持续失败时退出
AUTHENTICATION_FAILED | 根因=凭据失效或引用错误 | 证据=认证响应与凭据引用版本 | 动作=禁止自动修改凭据，返回轮换指引
PERMISSION_DENIED | 根因=资源动作未授权 | 证据=actor、resource、action、审批事实 | 动作=立即退出 Loop，说明所需权限
RATE_LIMIT_EXCEEDED | 根因=来源或目标端限流 | 证据=429、限流头、连接器容量 | 动作=降低并发/批量并有界退避
SCHEMA_DRIFT_DETECTED | 根因=来源结构发生变化 | 证据=schema 指纹与元数据差异 | 动作=刷新元数据；唯一兼容映射才自动修复
FIELD_MAPPING_MISSING | 根因=目标字段缺少映射 | 证据=源目标字段、历史成功映射 | 动作=唯一映射可修复，歧义映射退出
NOT_NULL_VIOLATION | 根因=目标非空字段收到空值 | 证据=错误字段、字段画像、已批准默认值 | 动作=使用已批准静态默认值；不得放宽约束
DATA_TYPE_MISMATCH | 根因=源目标类型不兼容 | 证据=类型、精度、长度、样本统计 | 动作=无损转换可修复，有损转换退出
NUMERIC_OVERFLOW | 根因=数值超过目标精度 | 证据=最值、precision、scale | 动作=禁止截断，返回扩容或映射建议
STRING_TRUNCATION_RISK | 根因=字符串超过目标长度 | 证据=最大长度与超限行数 | 动作=禁止静默截断，退出并给出影响
FOREIGN_KEY_MISSING | 根因=父记录尚未存在 | 证据=约束名、父子对象、执行 DAG | 动作=调整依赖顺序并 replay 父子对象
UNIQUE_CONSTRAINT_VIOLATION | 根因=业务键或幂等键重复 | 证据=约束名、键摘要、历史回执 | 动作=确认幂等重放；非幂等冲突退出
CHECKPOINT_NOT_FOUND | 根因=没有可恢复位点 | 证据=对象台账与 checkpoint 表 | 动作=只在授权允许时从安全起点重跑
CHECKPOINT_STALE | 根因=位点落后或与提交不一致 | 证据=worker 回执、目标提交、位点时间 | 动作=选择最近已确认位点并验证去重
KAFKA_BACKLOG_HIGH | 根因=消费者处理速度低于生产速度 | 证据=group、partition、lag、处理时延 | 动作=隔离坏消息并在容量允许时扩容
OUTBOX_DELIVERY_TIMEOUT | 根因=事务事实未及时投递 | 证据=outbox 状态、attempt、broker 响应 | 动作=重投未交付 outbox，不重复业务事务
CONNECTOR_VERSION_INCOMPATIBLE | 根因=连接器版本不支持配置 | 证据=版本、能力快照、配置字段 | 动作=回滚兼容配置或人工升级连接器
TARGET_CAPACITY_EXCEEDED | 根因=目标 CPU/连接/磁盘达到阈值 | 证据=容量指标、等待事件、配额 | 动作=降低负载并等待恢复，不扩大压力
DIRTY_RECORD_THRESHOLD_EXCEEDED | 根因=脏数据超过任务阈值 | 证据=规则结果、坏行样本引用、阈值 | 动作=隔离坏行；超过停止阈值时退出
DDL_REQUIRED | 根因=需要修改目标结构 | 证据=元数据差异与目标约束 | 动作=高风险动作，返回 DDL、影响、回滚与验证指引

四、治理边界
低风险动作可在首次授权盒内自动执行；凭据、权限、DDL、删除、覆盖、扩大范围和不可逆转换必须退出 Loop。
退出时必须返回根因、证据来源、时间、可信度、所需权限、操作步骤、影响、回滚和验证方法。

五、证据要求
1. 结构化日志：记录 sourceUri、observedAt、confidence、confidenceBasis 和 sourceStatus。
2. 指标：记录 sourceUri、observedAt、confidence、confidenceBasis 和 sourceStatus。
3. 配置差异：记录 sourceUri、observedAt、confidence、confidenceBasis 和 sourceStatus。
4. 连接器能力：记录 sourceUri、observedAt、confidence、confidenceBasis 和 sourceStatus。
5. Runbook：记录 sourceUri、observedAt、confidence、confidenceBasis 和 sourceStatus。
6. 历史事故：记录 sourceUri、observedAt、confidence、confidenceBasis 和 sourceStatus。
7. 任务案例：记录 sourceUri、observedAt、confidence、confidenceBasis 和 sourceStatus。
8. 对象台账：记录 sourceUri、observedAt、confidence、confidenceBasis 和 sourceStatus。
9. 审批事实：记录 sourceUri、observedAt、confidence、confidenceBasis 和 sourceStatus。
10. 最终验证：记录 sourceUri、observedAt、confidence、confidenceBasis 和 sourceStatus。

六、关联事故与任务案例（200 条）
CASE-TXT-ERR-722-0001 | taskId=TASK-tenant-20-project-201-0001 | executionId=EXEC-tenant-20-project-201-0001 | traceId=trace-tenant-20-project-201-0001 | errorCode=CONNECTION_TIMEOUT | 失败原因=网络或端点超时；当前配置 cfg-v100 在对象 object-00 上触发 CONNECTION_TIMEOUT，需要依据 连接耗时、DNS、目标健康 判定根因。 | 证据=synthetic://datasmart-govern/correlated/tenant-20-project-201/execution/EXEC-tenant-20-project-201-0001@2026-08-10T00:00:00.000Z/0.9 | 修复=MANUAL_HANDOFF：有界增加超时或等待端点恢复；持续失败时退出 | 最终状态=ATTENTION_REQUIRED
CASE-TXT-ERR-722-0138 | taskId=TASK-tenant-20-project-201-0138 | executionId=EXEC-tenant-20-project-201-0138 | traceId=trace-tenant-20-project-201-0138 | errorCode=TARGET_CAPACITY_EXCEEDED | 失败原因=目标 CPU/连接/磁盘达到阈值；当前配置 cfg-v237 在对象 object-09 上触发 TARGET_CAPACITY_EXCEEDED，需要依据 容量指标、等待事件、配额 判定根因。 | 证据=synthetic://datasmart-govern/correlated/tenant-20-project-201/execution/EXEC-tenant-20-project-201-0138@2026-08-10T20:33:00.000Z/0.97 | 修复=SET_APPROVED_STATIC_DEFAULT：降低负载并等待恢复，不扩大压力 | 最终状态=RECOVERED
CASE-TXT-ERR-722-0139 | taskId=TASK-tenant-20-project-201-0139 | executionId=EXEC-tenant-20-project-201-0139 | traceId=trace-tenant-20-project-201-0139 | errorCode=DIRTY_RECORD_THRESHOLD_EXCEEDED | 失败原因=脏数据超过任务阈值；当前配置 cfg-v238 在对象 object-10 上触发 DIRTY_RECORD_THRESHOLD_EXCEEDED，需要依据 规则结果、坏行样本引用、阈值 判定根因。 | 证据=synthetic://datasmart-govern/correlated/tenant-20-project-201/execution/EXEC-tenant-20-project-201-0139@2026-08-10T20:42:00.000Z/0.98 | 修复=MANUAL_HANDOFF：隔离坏行；超过停止阈值时退出 | 最终状态=ATTENTION_REQUIRED
CASE-TXT-ERR-722-0140 | taskId=TASK-tenant-20-project-201-0140 | executionId=EXEC-tenant-20-project-201-0140 | traceId=trace-tenant-20-project-201-0140 | errorCode=DDL_REQUIRED | 失败原因=需要修改目标结构；当前配置 cfg-v239 在对象 object-11 上触发 DDL_REQUIRED，需要依据 元数据差异与目标约束 判定根因。 | 证据=synthetic://datasmart-govern/correlated/tenant-20-project-201/execution/EXEC-tenant-20-project-201-0140@2026-08-10T20:51:00.000Z/0.99 | 修复=MANUAL_HANDOFF：高风险动作，返回 DDL、影响、回滚与验证指引 | 最终状态=ATTENTION_REQUIRED
CASE-TXT-ERR-722-0141 | taskId=TASK-tenant-20-project-201-0141 | executionId=EXEC-tenant-20-project-201-0141 | traceId=trace-tenant-20-project-201-0141 | errorCode=CONNECTION_TIMEOUT | 失败原因=网络或端点超时；当前配置 cfg-v240 在对象 object-12 上触发 CONNECTION_TIMEOUT，需要依据 连接耗时、DNS、目标健康 判定根因。 | 证据=synthetic://datasmart-govern/correlated/tenant-20-project-201/execution/EXEC-tenant-20-project-201-0141@2026-08-10T21:00:00.000Z/0.9 | 修复=REORDER_DEPENDENCY_AND_REPLAY：有界增加超时或等待端点恢复；持续失败时退出 | 最终状态=RECOVERED
CASE-TXT-ERR-722-0142 | taskId=TASK-tenant-20-project-201-0142 | executionId=EXEC-tenant-20-project-201-0142 | traceId=trace-tenant-20-project-201-0142 | errorCode=AUTHENTICATION_FAILED | 失败原因=凭据失效或引用错误；当前配置 cfg-v241 在对象 object-13 上触发 AUTHENTICATION_FAILED，需要依据 认证响应与凭据引用版本 判定根因。 | 证据=synthetic://datasmart-govern/correlated/tenant-20-project-201/execution/EXEC-tenant-20-project-201-0142@2026-08-10T21:09:00.000Z/0.91 | 修复=MANUAL_HANDOFF：禁止自动修改凭据，返回轮换指引 | 最终状态=ATTENTION_REQUIRED
CASE-TXT-ERR-722-0143 | taskId=TASK-tenant-20-project-201-0143 | executionId=EXEC-tenant-20-project-201-0143 | traceId=trace-tenant-20-project-201-0143 | errorCode=PERMISSION_DENIED | 失败原因=资源动作未授权；当前配置 cfg-v242 在对象 object-14 上触发 PERMISSION_DENIED，需要依据 actor、resource、action、审批事实 判定根因。 | 证据=synthetic://datasmart-govern/correlated/tenant-20-project-201/execution/EXEC-tenant-20-project-201-0143@2026-08-10T21:18:00.000Z/0.92 | 修复=MANUAL_HANDOFF：立即退出 Loop，说明所需权限 | 最终状态=ATTENTION_REQUIRED
CASE-TXT-ERR-722-0144 | taskId=TASK-tenant-20-project-201-0144 | executionId=EXEC-tenant-20-project-201-0144 | traceId=trace-tenant-20-project-201-0144 | errorCode=RATE_LIMIT_EXCEEDED | 失败原因=来源或目标端限流；当前配置 cfg-v243 在对象 object-15 上触发 RATE_LIMIT_EXCEEDED，需要依据 429、限流头、连接器容量 判定根因。 | 证据=synthetic://datasmart-govern/correlated/tenant-20-project-201/execution/EXEC-tenant-20-project-201-0144@2026-08-10T21:27:00.000Z/0.93 | 修复=REPLAY_FAILED_OBJECTS：降低并发/批量并有界退避 | 最终状态=RECOVERED
CASE-TXT-ERR-722-0145 | taskId=TASK-tenant-20-project-201-0145 | executionId=EXEC-tenant-20-project-201-0145 | traceId=trace-tenant-20-project-201-0145 | errorCode=SCHEMA_DRIFT_DETECTED | 失败原因=来源结构发生变化；当前配置 cfg-v244 在对象 object-16 上触发 SCHEMA_DRIFT_DETECTED，需要依据 schema 指纹与元数据差异 判定根因。 | 证据=synthetic://datasmart-govern/correlated/tenant-20-project-201/execution/EXEC-tenant-20-project-201-0145@2026-08-10T21:36:00.000Z/0.94 | 修复=ROLLBACK_LAST_SUCCESS_CONFIG：刷新元数据；唯一兼容映射才自动修复 | 最终状态=RECOVERED
CASE-TXT-ERR-722-0146 | taskId=TASK-tenant-20-project-201-0146 | executionId=EXEC-tenant-20-project-201-0146 | traceId=trace-tenant-20-project-201-0146 | errorCode=FIELD_MAPPING_MISSING | 失败原因=目标字段缺少映射；当前配置 cfg-v245 在对象 object-17 上触发 FIELD_MAPPING_MISSING，需要依据 源目标字段、历史成功映射 判定根因。 | 证据=synthetic://datasmart-govern/correlated/tenant-20-project-201/execution/EXEC-tenant-20-project-201-0146@2026-08-10T21:45:00.000Z/0.95 | 修复=PATCH_UNIQUE_FIELD_MAPPING：唯一映射可修复，歧义映射退出 | 最终状态=RECOVERED
CASE-TXT-ERR-722-0147 | taskId=TASK-tenant-20-project-201-0147 | executionId=EXEC-tenant-20-project-201-0147 | traceId=trace-tenant-20-project-201-0147 | errorCode=NOT_NULL_VIOLATION | 失败原因=目标非空字段收到空值；当前配置 cfg-v246 在对象 object-18 上触发 NOT_NULL_VIOLATION，需要依据 错误字段、字段画像、已批准默认值 判定根因。 | 证据=synthetic://datasmart-govern/correlated/tenant-20-project-201/execution/EXEC-tenant-20-project-201-0147@2026-08-10T21:54:00.000Z/0.96 | 修复=SET_APPROVED_STATIC_DEFAULT：使用已批准静态默认值；不得放宽约束 | 最终状态=RECOVERED
CASE-TXT-ERR-722-0148 | taskId=TASK-tenant-20-project-201-0148 | executionId=EXEC-tenant-20-project-201-0148 | traceId=trace-tenant-20-project-201-0148 | errorCode=DATA_TYPE_MISMATCH | 失败原因=源目标类型不兼容；当前配置 cfg-v247 在对象 object-19 上触发 DATA_TYPE_MISMATCH，需要依据 类型、精度、长度、样本统计 判定根因。 | 证据=synthetic://datasmart-govern/correlated/tenant-20-project-201/execution/EXEC-tenant-20-project-201-0148@2026-08-10T22:03:00.000Z/0.97 | 修复=REFRESH_METADATA：无损转换可修复，有损转换退出 | 最终状态=RECOVERED
CASE-TXT-ERR-722-0149 | taskId=TASK-tenant-20-project-201-0149 | executionId=EXEC-tenant-20-project-201-0149 | traceId=trace-tenant-20-project-201-0149 | errorCode=NUMERIC_OVERFLOW | 失败原因=数值超过目标精度；当前配置 cfg-v248 在对象 object-20 上触发 NUMERIC_OVERFLOW，需要依据 最值、precision、scale 判定根因。 | 证据=synthetic://datasmart-govern/correlated/tenant-20-project-201/execution/EXEC-tenant-20-project-201-0149@2026-08-10T22:12:00.000Z/0.98 | 修复=RESTORE_CONFIRMED_CHECKPOINT：禁止截断，返回扩容或映射建议 | 最终状态=RECOVERED
CASE-TXT-ERR-722-0150 | taskId=TASK-tenant-20-project-201-0150 | executionId=EXEC-tenant-20-project-201-0150 | traceId=trace-tenant-20-project-201-0150 | errorCode=STRING_TRUNCATION_RISK | 失败原因=字符串超过目标长度；当前配置 cfg-v249 在对象 object-21 上触发 STRING_TRUNCATION_RISK，需要依据 最大长度与超限行数 判定根因。 | 证据=synthetic://datasmart-govern/correlated/tenant-20-project-201/execution/EXEC-tenant-20-project-201-0150@2026-08-10T22:21:00.000Z/0.99 | 修复=REORDER_DEPENDENCY_AND_REPLAY：禁止静默截断，退出并给出影响 | 最终状态=RECOVERED
CASE-TXT-ERR-722-0151 | taskId=TASK-tenant-20-project-201-0151 | executionId=EXEC-tenant-20-project-201-0151 | traceId=trace-tenant-20-project-201-0151 | errorCode=FOREIGN_KEY_MISSING | 失败原因=父记录尚未存在；当前配置 cfg-v250 在对象 object-22 上触发 FOREIGN_KEY_MISSING，需要依据 约束名、父子对象、执行 DAG 判定根因。 | 证据=synthetic://datasmart-govern/correlated/tenant-20-project-201/execution/EXEC-tenant-20-project-201-0151@2026-08-10T22:30:00.000Z/0.9 | 修复=REDUCE_BATCH_AND_CHANNEL：调整依赖顺序并 replay 父子对象 | 最终状态=RECOVERED
CASE-TXT-ERR-722-0152 | taskId=TASK-tenant-20-project-201-0152 | executionId=EXEC-tenant-20-project-201-0152 | traceId=trace-tenant-20-project-201-0152 | errorCode=UNIQUE_CONSTRAINT_VIOLATION | 失败原因=业务键或幂等键重复；当前配置 cfg-v251 在对象 object-23 上触发 UNIQUE_CONSTRAINT_VIOLATION，需要依据 约束名、键摘要、历史回执 判定根因。 | 证据=synthetic://datasmart-govern/correlated/tenant-20-project-201/execution/EXEC-tenant-20-project-201-0152@2026-08-10T22:39:00.000Z/0.91 | 修复=INCREASE_TIMEOUT_WITHIN_BOUND：确认幂等重放；非幂等冲突退出 | 最终状态=RECOVERED
CASE-TXT-ERR-722-0153 | taskId=TASK-tenant-20-project-201-0153 | executionId=EXEC-tenant-20-project-201-0153 | traceId=trace-tenant-20-project-201-0153 | errorCode=CHECKPOINT_NOT_FOUND | 失败原因=没有可恢复位点；当前配置 cfg-v252 在对象 object-24 上触发 CHECKPOINT_NOT_FOUND，需要依据 对象台账与 checkpoint 表 判定根因。 | 证据=synthetic://datasmart-govern/correlated/tenant-20-project-201/execution/EXEC-tenant-20-project-201-0153@2026-08-10T22:48:00.000Z/0.92 | 修复=REPLAY_FAILED_OBJECTS：只在授权允许时从安全起点重跑 | 最终状态=RECOVERED
CASE-TXT-ERR-722-0154 | taskId=TASK-tenant-20-project-201-0154 | executionId=EXEC-tenant-20-project-201-0154 | traceId=trace-tenant-20-project-201-0154 | errorCode=CHECKPOINT_STALE | 失败原因=位点落后或与提交不一致；当前配置 cfg-v253 在对象 object-25 上触发 CHECKPOINT_STALE，需要依据 worker 回执、目标提交、位点时间 判定根因。 | 证据=synthetic://datasmart-govern/correlated/tenant-20-project-201/execution/EXEC-tenant-20-project-201-0154@2026-08-10T22:57:00.000Z/0.93 | 修复=ROLLBACK_LAST_SUCCESS_CONFIG：选择最近已确认位点并验证去重 | 最终状态=RECOVERED
CASE-TXT-ERR-722-0155 | taskId=TASK-tenant-20-project-201-0155 | executionId=EXEC-tenant-20-project-201-0155 | traceId=trace-tenant-20-project-201-0155 | errorCode=KAFKA_BACKLOG_HIGH | 失败原因=消费者处理速度低于生产速度；当前配置 cfg-v254 在对象 object-26 上触发 KAFKA_BACKLOG_HIGH，需要依据 group、partition、lag、处理时延 判定根因。 | 证据=synthetic://datasmart-govern/correlated/tenant-20-project-201/execution/EXEC-tenant-20-project-201-0155@2026-08-10T23:06:00.000Z/0.94 | 修复=PATCH_UNIQUE_FIELD_MAPPING：隔离坏消息并在容量允许时扩容 | 最终状态=RECOVERED
CASE-TXT-ERR-722-0156 | taskId=TASK-tenant-20-project-201-0156 | executionId=EXEC-tenant-20-project-201-0156 | traceId=trace-tenant-20-project-201-0156 | errorCode=OUTBOX_DELIVERY_TIMEOUT | 失败原因=事务事实未及时投递；当前配置 cfg-v255 在对象 object-27 上触发 OUTBOX_DELIVERY_TIMEOUT，需要依据 outbox 状态、attempt、broker 响应 判定根因。 | 证据=synthetic://datasmart-govern/correlated/tenant-20-project-201/execution/EXEC-tenant-20-project-201-0156@2026-08-10T23:15:00.000Z/0.95 | 修复=SET_APPROVED_STATIC_DEFAULT：重投未交付 outbox，不重复业务事务 | 最终状态=RECOVERED
CASE-TXT-ERR-722-0157 | taskId=TASK-tenant-20-project-201-0157 | executionId=EXEC-tenant-20-project-201-0157 | traceId=trace-tenant-20-project-201-0157 | errorCode=CONNECTOR_VERSION_INCOMPATIBLE | 失败原因=连接器版本不支持配置；当前配置 cfg-v256 在对象 object-28 上触发 CONNECTOR_VERSION_INCOMPATIBLE，需要依据 版本、能力快照、配置字段 判定根因。 | 证据=synthetic://datasmart-govern/correlated/tenant-20-project-201/execution/EXEC-tenant-20-project-201-0157@2026-08-10T23:24:00.000Z/0.96 | 修复=REFRESH_METADATA：回滚兼容配置或人工升级连接器 | 最终状态=RECOVERED
CASE-TXT-ERR-722-0158 | taskId=TASK-tenant-20-project-201-0158 | executionId=EXEC-tenant-20-project-201-0158 | traceId=trace-tenant-20-project-201-0158 | errorCode=TARGET_CAPACITY_EXCEEDED | 失败原因=目标 CPU/连接/磁盘达到阈值；当前配置 cfg-v257 在对象 object-29 上触发 TARGET_CAPACITY_EXCEEDED，需要依据 容量指标、等待事件、配额 判定根因。 | 证据=synthetic://datasmart-govern/correlated/tenant-20-project-201/execution/EXEC-tenant-20-project-201-0158@2026-08-10T23:33:00.000Z/0.97 | 修复=RESTORE_CONFIRMED_CHECKPOINT：降低负载并等待恢复，不扩大压力 | 最终状态=RECOVERED
CASE-TXT-ERR-722-0159 | taskId=TASK-tenant-20-project-201-0159 | executionId=EXEC-tenant-20-project-201-0159 | traceId=trace-tenant-20-project-201-0159 | errorCode=DIRTY_RECORD_THRESHOLD_EXCEEDED | 失败原因=脏数据超过任务阈值；当前配置 cfg-v258 在对象 object-30 上触发 DIRTY_RECORD_THRESHOLD_EXCEEDED，需要依据 规则结果、坏行样本引用、阈值 判定根因。 | 证据=synthetic://datasmart-govern/correlated/tenant-20-project-201/execution/EXEC-tenant-20-project-201-0159@2026-08-10T23:42:00.000Z/0.98 | 修复=REORDER_DEPENDENCY_AND_REPLAY：隔离坏行；超过停止阈值时退出 | 最终状态=RECOVERED
CASE-TXT-ERR-722-0160 | taskId=TASK-tenant-20-project-201-0160 | executionId=EXEC-tenant-20-project-201-0160 | traceId=trace-tenant-20-project-201-0160 | errorCode=DDL_REQUIRED | 失败原因=需要修改目标结构；当前配置 cfg-v259 在对象 object-31 上触发 DDL_REQUIRED，需要依据 元数据差异与目标约束 判定根因。 | 证据=synthetic://datasmart-govern/correlated/tenant-20-project-201/execution/EXEC-tenant-20-project-201-0160@2026-08-10T23:51:00.000Z/0.99 | 修复=MANUAL_HANDOFF：高风险动作，返回 DDL、影响、回滚与验证指引 | 最终状态=ATTENTION_REQUIRED
CASE-TXT-ERR-722-0161 | taskId=TASK-tenant-20-project-201-0161 | executionId=EXEC-tenant-20-project-201-0161 | traceId=trace-tenant-20-project-201-0161 | errorCode=CONNECTION_TIMEOUT | 失败原因=网络或端点超时；当前配置 cfg-v260 在对象 object-00 上触发 CONNECTION_TIMEOUT，需要依据 连接耗时、DNS、目标健康 判定根因。 | 证据=synthetic://datasmart-govern/correlated/tenant-20-project-201/execution/EXEC-tenant-20-project-201-0161@2026-08-11T00:00:00.000Z/0.9 | 修复=INCREASE_TIMEOUT_WITHIN_BOUND：有界增加超时或等待端点恢复；持续失败时退出 | 最终状态=RECOVERED
CASE-TXT-ERR-722-0162 | taskId=TASK-tenant-20-project-201-0162 | executionId=EXEC-tenant-20-project-201-0162 | traceId=trace-tenant-20-project-201-0162 | errorCode=AUTHENTICATION_FAILED | 失败原因=凭据失效或引用错误；当前配置 cfg-v261 在对象 object-01 上触发 AUTHENTICATION_FAILED，需要依据 认证响应与凭据引用版本 判定根因。 | 证据=synthetic://datasmart-govern/correlated/tenant-20-project-201/execution/EXEC-tenant-20-project-201-0162@2026-08-11T00:09:00.000Z/0.91 | 修复=MANUAL_HANDOFF：禁止自动修改凭据，返回轮换指引 | 最终状态=ATTENTION_REQUIRED
CASE-TXT-ERR-722-0163 | taskId=TASK-tenant-20-project-201-0163 | executionId=EXEC-tenant-20-project-201-0163 | traceId=trace-tenant-20-project-201-0163 | errorCode=PERMISSION_DENIED | 失败原因=资源动作未授权；当前配置 cfg-v262 在对象 object-02 上触发 PERMISSION_DENIED，需要依据 actor、resource、action、审批事实 判定根因。 | 证据=synthetic://datasmart-govern/correlated/tenant-20-project-201/execution/EXEC-tenant-20-project-201-0163@2026-08-11T00:18:00.000Z/0.92 | 修复=MANUAL_HANDOFF：立即退出 Loop，说明所需权限 | 最终状态=ATTENTION_REQUIRED
CASE-TXT-ERR-722-0164 | taskId=TASK-tenant-20-project-201-0164 | executionId=EXEC-tenant-20-project-201-0164 | traceId=trace-tenant-20-project-201-0164 | errorCode=RATE_LIMIT_EXCEEDED | 失败原因=来源或目标端限流；当前配置 cfg-v263 在对象 object-03 上触发 RATE_LIMIT_EXCEEDED，需要依据 429、限流头、连接器容量 判定根因。 | 证据=synthetic://datasmart-govern/correlated/tenant-20-project-201/execution/EXEC-tenant-20-project-201-0164@2026-08-11T00:27:00.000Z/0.93 | 修复=PATCH_UNIQUE_FIELD_MAPPING：降低并发/批量并有界退避 | 最终状态=RECOVERED
CASE-TXT-ERR-722-0165 | taskId=TASK-tenant-20-project-201-0165 | executionId=EXEC-tenant-20-project-201-0165 | traceId=trace-tenant-20-project-201-0165 | errorCode=SCHEMA_DRIFT_DETECTED | 失败原因=来源结构发生变化；当前配置 cfg-v264 在对象 object-04 上触发 SCHEMA_DRIFT_DETECTED，需要依据 schema 指纹与元数据差异 判定根因。 | 证据=synthetic://datasmart-govern/correlated/tenant-20-project-201/execution/EXEC-tenant-20-project-201-0165@2026-08-11T00:36:00.000Z/0.94 | 修复=SET_APPROVED_STATIC_DEFAULT：刷新元数据；唯一兼容映射才自动修复 | 最终状态=RECOVERED
CASE-TXT-ERR-722-0166 | taskId=TASK-tenant-20-project-201-0166 | executionId=EXEC-tenant-20-project-201-0166 | traceId=trace-tenant-20-project-201-0166 | errorCode=FIELD_MAPPING_MISSING | 失败原因=目标字段缺少映射；当前配置 cfg-v265 在对象 object-05 上触发 FIELD_MAPPING_MISSING，需要依据 源目标字段、历史成功映射 判定根因。 | 证据=synthetic://datasmart-govern/correlated/tenant-20-project-201/execution/EXEC-tenant-20-project-201-0166@2026-08-11T00:45:00.000Z/0.95 | 修复=REFRESH_METADATA：唯一映射可修复，歧义映射退出 | 最终状态=RECOVERED
CASE-TXT-ERR-722-0167 | taskId=TASK-tenant-20-project-201-0167 | executionId=EXEC-tenant-20-project-201-0167 | traceId=trace-tenant-20-project-201-0167 | errorCode=NOT_NULL_VIOLATION | 失败原因=目标非空字段收到空值；当前配置 cfg-v266 在对象 object-06 上触发 NOT_NULL_VIOLATION，需要依据 错误字段、字段画像、已批准默认值 判定根因。 | 证据=synthetic://datasmart-govern/correlated/tenant-20-project-201/execution/EXEC-tenant-20-project-201-0167@2026-08-11T00:54:00.000Z/0.96 | 修复=RESTORE_CONFIRMED_CHECKPOINT：使用已批准静态默认值；不得放宽约束 | 最终状态=RECOVERED
CASE-TXT-ERR-722-0168 | taskId=TASK-tenant-20-project-201-0168 | executionId=EXEC-tenant-20-project-201-0168 | traceId=trace-tenant-20-project-201-0168 | errorCode=DATA_TYPE_MISMATCH | 失败原因=源目标类型不兼容；当前配置 cfg-v267 在对象 object-07 上触发 DATA_TYPE_MISMATCH，需要依据 类型、精度、长度、样本统计 判定根因。 | 证据=synthetic://datasmart-govern/correlated/tenant-20-project-201/execution/EXEC-tenant-20-project-201-0168@2026-08-11T01:03:00.000Z/0.97 | 修复=REORDER_DEPENDENCY_AND_REPLAY：无损转换可修复，有损转换退出 | 最终状态=RECOVERED
